Sex,SmokingStatus,IssueAge,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
F,SM,22,0.18,0.20,0.23,0.26,0.28,0.29,0.32,0.36,0.40,0.43,0.46,0.56,0.67,0.77,0.90,1.03,1.16,1.28,1.39,1.50,1.60,1.69,1.79,1.93,2.12,2.32,2.55,2.80,3.08,3.40,3.74,4.12,4.54,5.02,5.56,6.16,6.84,7.60,8.43,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,23,0.19,0.21,0.23,0.25,0.28,0.31,0.35,0.39,0.43,0.46,0.55,0.67,0.77,0.90,1.02,1.15,1.27,1.37,1.48,1.58,1.69,1.79,1.93,2.12,2.32,2.55,2.80,3.08,3.40,3.74,4.12,4.54,5.02,5.56,6.16,6.84,7.60,8.43,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,24,0.19,0.21,0.22,0.25,0.29,0.33,0.37,0.42,0.46,0.53,0.65,0.76,0.89,1.01,1.14,1.25,1.36,1.47,1.57,1.68,1.79,1.93,2.12,2.32,2.55,2.80,3.08,3.40,3.74,4.12,4.54,5.02,5.56,6.16,6.84,7.60,8.43,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,25,0.19,0.20,0.22,0.26,0.31,0.35,0.40,0.46,0.52,0.62,0.74,0.87,1.01,1.13,1.24,1.35,1.46,1.56,1.66,1.78,1.93,2.12,2.32,2.55,2.80,3.08,3.40,3.74,4.12,4.54,5.02,5.56,6.16,6.84,7.60,8.43,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,26,0.18,0.20,0.23,0.28,0.33,0.38,0.43,0.50,0.59,0.71,0.84,0.98,1.12,1.24,1.34,1.45,1.56,1.66,1.77,1.92,2.12,2.32,2.55,2.80,3.08,3.40,3.74,4.12,4.54,5.02,5.56,6.16,6.84,7.60,8.43,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,27,0.17,0.21,0.25,0.30,0.36,0.41,0.48,0.56,0.67,0.80,0.95,1.10,1.23,1.34,1.44,1.54,1.65,1.76,1.90,2.11,2.32,2.55,2.80,3.08,3.40,3.74,4.12,4.54,5.02,5.56,6.16,6.84,7.60,8.43,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,28,0.18,0.22,0.27,0.33,0.39,0.45,0.53,0.63,0.76,0.91,1.06,1.20,1.33,1.43,1.53,1.64,1.76,1.89,2.06,2.31,2.55,2.80,3.08,3.40,3.74,4.12,4.54,5.02,5.56,6.16,6.84,7.60,8.43,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,29,0.19,0.23,0.29,0.36,0.42,0.50,0.60,0.72,0.86,1.01,1.15,1.28,1.41,1.51,1.61,1.73,1.89,2.06,2.26,2.53,2.80,3.08,3.40,3.74,4.12,4.54,5.02,5.56,6.16,6.84,7.60,8.43,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,30,0.20,0.25,0.32,0.39,0.47,0.57,0.68,0.81,0.95,1.10,1.23,1.36,1.49,1.59,1.70,1.86,2.05,2.26,2.50,2.78,3.08,3.40,3.74,4.12,4.54,5.02,5.56,6.16,6.84,7.60,8.43,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,31,0.21,0.27,0.35,0.44,0.53,0.64,0.77,0.90,1.04,1.18,1.31,1.44,1.57,1.69,1.83,2.03,2.26,2.49,2.77,3.05,3.40,3.74,4.12,4.54,5.02,5.56,6.16,6.84,7.60,8.43,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,32,0.22,0.29,0.39,0.50,0.61,0.72,0.85,0.98,1.12,1.26,1.39,1.52,1.67,1.83,2.01,2.23,2.49,2.75,3.03,3.36,3.74,4.12,4.54,5.02,5.56,6.16,6.84,7.60,8.43,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,33,0.24,0.32,0.44,0.56,0.68,0.81,0.93,1.06,1.19,1.33,1.47,1.61,1.81,2.00,2.21,2.46,2.74,3.02,3.33,3.71,4.12,4.54,5.02,5.56,6.16,6.84,7.60,8.43,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,34,0.26,0.36,0.50,0.64,0.76,0.88,1.00,1.13,1.26,1.41,1.56,1.76,1.99,2.21,2.44,2.72,3.02,3.32,3.69,4.10,4.54,5.02,5.56,6.16,6.84,7.60,8.43,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,35,0.28,0.41,0.56,0.71,0.83,0.95,1.07,1.19,1.33,1.49,1.73,1.96,2.19,2.44,2.69,3.00,3.32,3.68,4.09,4.54,5.02,5.56,6.16,6.84,7.60,8.43,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,36,0.32,0.46,0.62,0.78,0.90,1.02,1.14,1.26,1.40,1.68,1.95,2.16,2.42,2.69,2.98,3.31,3.67,4.09,4.53,5.02,5.56,6.16,6.84,7.60,8.43,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,37,0.35,0.50,0.68,0.84,0.96,1.08,1.21,1.34,1.60,1.92,2.15,2.38,2.67,2.97,3.29,3.66,4.08,4.53,5.01,5.56,6.16,6.84,7.60,8.43,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,38,0.38,0.54,0.73,0.90,1.03,1.15,1.28,1.52,1.84,2.11,2.37,2.63,2.95,3.29,3.65,4.07,4.52,5.01,5.55,6.16,6.84,7.60,8.43,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,39,0.40,0.58,0.78,0.96,1.10,1.23,1.45,1.76,2.03,2.33,2.61,2.91,3.27,3.64,4.04,4.52,5.01,5.55,6.16,6.84,7.60,8.43,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,40,0.42,0.61,0.83,1.02,1.17,1.36,1.65,1.94,2.24,2.57,2.89,3.22,3.62,4.04,4.47,5.01,5.55,6.16,6.83,7.59,8.43,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,41,0.44,0.64,0.88,1.09,1.27,1.53,1.82,2.14,2.47,2.84,3.20,3.57,4.01,4.47,4.95,5.55,6.15,6.83,7.58,8.42,9.37,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,42,0.45,0.67,0.94,1.18,1.40,1.69,2.01,2.36,2.73,3.14,3.53,3.95,4.43,4.92,5.47,6.15,6.82,7.57,8.40,9.34,10.39,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,43,0.46,0.70,1.01,1.30,1.54,1.87,2.22,2.61,3.02,3.48,3.91,4.37,4.86,5.42,6.07,6.81,7.56,8.39,9.32,10.34,11.51,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,44,0.48,0.75,1.11,1.44,1.71,2.06,2.46,2.88,3.35,3.85,4.33,4.78,5.35,6.01,6.73,7.54,8.37,9.31,10.34,11.47,12.73,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,45,0.50,0.81,1.21,1.59,1.89,2.28,2.72,3.20,3.71,4.26,4.74,5.25,5.93,6.67,7.46,8.36,9.30,10.33,11.46,12.67,14.05,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,46,0.54,0.88,1.33,1.75,2.09,2.53,3.02,3.54,4.11,4.66,5.19,5.82,6.58,7.39,8.28,9.27,10.33,11.46,12.66,13.93,15.46,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,47,0.58,0.95,1.46,1.94,2.32,2.81,3.35,3.93,4.50,5.11,5.76,6.46,7.30,8.21,9.19,10.28,11.45,12.65,13.91,15.34,16.97,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,48,0.62,1.04,1.61,2.14,2.58,3.12,3.71,4.31,4.94,5.68,6.39,7.16,8.09,9.10,10.18,11.37,12.65,13.91,15.26,16.83,18.56,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,49,0.66,1.13,1.77,2.37,2.87,3.47,4.09,4.74,5.48,6.31,7.09,7.92,8.95,10.06,11.23,12.54,13.91,15.25,16.75,18.36,20.26,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,50,0.71,1.23,1.94,2.63,3.19,3.84,4.51,5.26,6.10,7.01,7.86,8.77,9.90,11.11,12.38,13.78,15.25,16.73,18.34,19.99,22.15,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,51,0.76,1.34,2.14,2.91,3.56,4.25,5.02,5.86,6.79,7.81,8.74,9.76,10.96,12.28,13.64,15.15,16.72,18.33,19.98,21.80,24.11,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,52,0.82,1.47,2.36,3.23,3.97,4.74,5.59,6.52,7.56,8.70,9.72,10.90,12.15,13.57,15.07,16.67,18.31,19.98,21.77,23.72,26.15,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,53,0.89,1.61,2.60,3.58,4.43,5.29,6.24,7.28,8.43,9.68,10.83,12.11,13.48,15.00,16.63,18.30,19.97,21.74,23.69,25.91,28.38,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
